index,YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN,T2M,WS2M
2024-12-16 07:00:00+00:00,2024,12,16,7,29.92,8.76,3.39
2024-12-16 08:00:00+00:00,2024,12,16,8,126.53,10.56,3.57
2024-12-16 09:00:00+00:00,2024,12,16,9,208.15,13.83,3.9
2024-12-16 10:00:00+00:00,2024,12,16,10,277.75,16.04,3.6
2024-12-16 11:00:00+00:00,2024,12,16,11,502.25,17.65,3.14
2024-12-16 12:00:00+00:00,2024,12,16,12,553.15,18.95,2.52
2024-12-16 13:00:00+00:00,2024,12,16,13,561.22,19.97,1.96
2024-12-16 14:00:00+00:00,2024,12,16,14,461.9,20.47,1.55
2024-12-16 15:00:00+00:00,2024,12,16,15,289.95,20.45,1.3
2024-12-16 16:00:00+00:00,2024,12,16,16,115.75,19.65,1.07
2024-12-16 17:00:00+00:00,2024,12,16,17,9.68,17.32,0.86
2024-12-16 18:00:00+00:00,2024,12,16,18,0.0,16.33,1.0
2024-12-16 19:00:00+00:00,2024,12,16,19,0.0,15.61,1.07
2024-12-16 20:00:00+00:00,2024,12,16,20,0.0,14.8,1.15
2024-12-16 21:00:00+00:00,2024,12,16,21,0.0,13.86,1.28
2024-12-16 22:00:00+00:00,2024,12,16,22,0.0,12.63,1.52
2024-12-16 23:00:00+00:00,2024,12,16,23,0.0,11.74,1.72
2024-12-17 00:00:00+00:00,2024,12,17,0,0.0,11.12,1.89
2024-12-17 01:00:00+00:00,2024,12,17,1,0.0,10.6,1.99
2024-12-17 02:00:00+00:00,2024,12,17,2,0.0,10.14,2.09
2024-12-17 03:00:00+00:00,2024,12,17,3,0.0,9.74,2.16
2024-12-17 04:00:00+00:00,2024,12,17,4,0.0,9.4,2.19
2024-12-17 05:00:00+00:00,2024,12,17,5,0.0,9.07,2.22
2024-12-17 06:00:00+00:00,2024,12,17,6,0.0,8.74,2.27
2024-12-17 07:00:00+00:00,2024,12,17,7,54.17,9.78,2.7
2024-12-17 08:00:00+00:00,2024,12,17,8,220.73,12.17,3.39
2024-12-17 09:00:00+00:00,2024,12,17,9,405.05,15.52,3.27
2024-12-17 10:00:00+00:00,2024,12,17,10,554.95,17.93,3.06
2024-12-17 11:00:00+00:00,2024,12,17,11,645.78,19.57,2.74
2024-12-17 12:00:00+00:00,2024,12,17,12,720.92,21.0,2.26
2024-12-17 13:00:00+00:00,2024,12,17,13,677.7,22.06,1.64
2024-12-17 14:00:00+00:00,2024,12,17,14,556.65,22.57,1.17
2024-12-17 15:00:00+00:00,2024,12,17,15,379.4,22.67,1.04
2024-12-17 16:00:00+00:00,2024,12,17,16,163.18,21.91,0.77
2024-12-17 17:00:00+00:00,2024,12,17,17,13.1,19.81,0.4
2024-12-17 18:00:00+00:00,2024,12,17,18,0.0,18.3,0.58
2024-12-17 19:00:00+00:00,2024,12,17,19,0.0,17.05,0.79
2024-12-17 20:00:00+00:00,2024,12,17,20,0.0,15.66,0.93
2024-12-17 21:00:00+00:00,2024,12,17,21,0.0,14.64,1.22
2024-12-17 22:00:00+00:00,2024,12,17,22,0.0,13.35,1.51
2024-12-17 23:00:00+00:00,2024,12,17,23,0.0,12.35,1.77
2024-12-18 00:00:00+00:00,2024,12,18,0,0.0,11.77,2.06
2024-12-18 01:00:00+00:00,2024,12,18,1,0.0,11.29,2.35
2024-12-18 02:00:00+00:00,2024,12,18,2,0.0,10.85,2.61
2024-12-18 03:00:00+00:00,2024,12,18,3,0.0,10.48,2.77
2024-12-18 04:00:00+00:00,2024,12,18,4,0.0,10.39,2.87
2024-12-18 05:00:00+00:00,2024,12,18,5,0.0,10.74,3.28
2024-12-18 06:00:00+00:00,2024,12,18,6,0.0,10.7,3.49
2024-12-18 07:00:00+00:00,2024,12,18,7,39.5,10.88,4.0
2024-12-18 08:00:00+00:00,2024,12,18,8,154.65,12.22,4.18
2024-12-18 09:00:00+00:00,2024,12,18,9,278.6,15.48,4.23
2024-12-18 10:00:00+00:00,2024,12,18,10,366.02,18.26,4.28
2024-12-18 11:00:00+00:00,2024,12,18,11,432.17,20.07,3.84
2024-12-18 12:00:00+00:00,2024,12,18,12,466.62,21.5,3.22
2024-12-18 13:00:00+00:00,2024,12,18,13,409.62,22.44,2.61
2024-12-18 14:00:00+00:00,2024,12,18,14,395.62,22.84,2.4
2024-12-18 15:00:00+00:00,2024,12,18,15,246.48,22.53,2.47
2024-12-18 16:00:00+00:00,2024,12,18,16,116.57,21.09,2.2
2024-12-18 17:00:00+00:00,2024,12,18,17,11.6,17.73,1.65
2024-12-18 18:00:00+00:00,2024,12,18,18,0.0,15.86,2.21
2024-12-18 19:00:00+00:00,2024,12,18,19,0.0,14.53,2.77
2024-12-18 20:00:00+00:00,2024,12,18,20,0.0,13.17,3.15
2024-12-18 21:00:00+00:00,2024,12,18,21,0.0,12.19,3.46
2024-12-18 22:00:00+00:00,2024,12,18,22,0.0,11.52,3.6
2024-12-18 23:00:00+00:00,2024,12,18,23,0.0,10.94,3.49
2024-12-19 00:00:00+00:00,2024,12,19,0,0.0,10.32,3.4
2024-12-19 01:00:00+00:00,2024,12,19,1,0.0,9.74,3.48
2024-12-19 02:00:00+00:00,2024,12,19,2,0.0,9.22,3.66
2024-12-19 03:00:00+00:00,2024,12,19,3,0.0,8.74,3.82
2024-12-19 04:00:00+00:00,2024,12,19,4,0.0,8.28,3.93
2024-12-19 05:00:00+00:00,2024,12,19,5,0.0,7.84,4.05
2024-12-19 06:00:00+00:00,2024,12,19,6,0.0,7.43,4.1
2024-12-19 07:00:00+00:00,2024,12,19,7,45.42,7.61,4.42
2024-12-19 08:00:00+00:00,2024,12,19,8,189.73,9.64,4.84
2024-12-19 09:00:00+00:00,2024,12,19,9,356.5,12.68,5.8
2024-12-19 10:00:00+00:00,2024,12,19,10,506.62,14.75,5.29
2024-12-19 11:00:00+00:00,2024,12,19,11,596.25,16.42,4.66
2024-12-19 12:00:00+00:00,2024,12,19,12,719.12,17.63,4.04
2024-12-19 13:00:00+00:00,2024,12,19,13,663.6,18.44,3.62
2024-12-19 14:00:00+00:00,2024,12,19,14,510.45,18.78,3.41
2024-12-19 15:00:00+00:00,2024,12,19,15,336.2,18.47,3.38
2024-12-19 16:00:00+00:00,2024,12,19,16,127.1,17.32,2.96
2024-12-19 17:00:00+00:00,2024,12,19,17,10.07,13.99,1.87
2024-12-19 18:00:00+00:00,2024,12,19,18,0.0,12.36,1.88
2024-12-19 19:00:00+00:00,2024,12,19,19,0.0,11.5,1.96
2024-12-19 20:00:00+00:00,2024,12,19,20,0.0,10.72,2.11
2024-12-19 21:00:00+00:00,2024,12,19,21,0.0,10.04,2.35
2024-12-19 22:00:00+00:00,2024,12,19,22,0.0,9.47,2.63
2024-12-19 23:00:00+00:00,2024,12,19,23,0.0,9.02,2.93
2024-12-20 00:00:00+00:00,2024,12,20,0,0.0,8.54,3.21
2024-12-20 01:00:00+00:00,2024,12,20,1,0.0,8.08,3.43
2024-12-20 02:00:00+00:00,2024,12,20,2,0.0,7.59,3.54
2024-12-20 03:00:00+00:00,2024,12,20,3,0.0,7.09,3.52
2024-12-20 04:00:00+00:00,2024,12,20,4,0.0,6.58,3.41
2024-12-20 05:00:00+00:00,2024,12,20,5,0.0,6.13,3.32
2024-12-20 06:00:00+00:00,2024,12,20,6,0.0,5.76,3.27
2024-12-20 07:00:00+00:00,2024,12,20,7,64.12,6.3,3.76
2024-12-20 08:00:00+00:00,2024,12,20,8,255.07,8.46,3.83
2024-12-20 09:00:00+00:00,2024,12,20,9,451.2,12.49,4.16
2024-12-20 10:00:00+00:00,2024,12,20,10,597.35,15.09,4.06
2024-12-20 11:00:00+00:00,2024,12,20,11,692.67,16.74,3.48
2024-12-20 12:00:00+00:00,2024,12,20,12,730.22,18.12,2.89
2024-12-20 13:00:00+00:00,2024,12,20,13,679.72,19.1,2.42
2024-12-20 14:00:00+00:00,2024,12,20,14,555.7,19.64,2.09
2024-12-20 15:00:00+00:00,2024,12,20,15,378.85,19.66,1.85
2024-12-20 16:00:00+00:00,2024,12,20,16,155.52,18.66,1.35
2024-12-20 17:00:00+00:00,2024,12,20,17,14.2,16.07,1.19
2024-12-20 18:00:00+00:00,2024,12,20,18,0.0,14.77,1.32
2024-12-20 19:00:00+00:00,2024,12,20,19,0.0,13.71,1.42
2024-12-20 20:00:00+00:00,2024,12,20,20,0.0,12.68,1.51
2024-12-20 21:00:00+00:00,2024,12,20,21,0.0,11.7,1.61
2024-12-20 22:00:00+00:00,2024,12,20,22,0.0,10.79,1.68
2024-12-20 23:00:00+00:00,2024,12,20,23,0.0,10.02,1.83
2024-12-21 00:00:00+00:00,2024,12,21,0,0.0,9.4,2.11
2024-12-21 01:00:00+00:00,2024,12,21,1,0.0,8.81,2.46
2024-12-21 02:00:00+00:00,2024,12,21,2,0.0,8.28,2.92
2024-12-21 03:00:00+00:00,2024,12,21,3,0.0,7.9,3.35
2024-12-21 04:00:00+00:00,2024,12,21,4,0.0,7.63,3.45
2024-12-21 05:00:00+00:00,2024,12,21,5,0.0,7.4,3.36
2024-12-21 06:00:00+00:00,2024,12,21,6,0.0,7.28,3.42
2024-12-21 07:00:00+00:00,2024,12,21,7,67.43,8.11,4.11
2024-12-21 08:00:00+00:00,2024,12,21,8,258.02,10.53,4.41
2024-12-21 09:00:00+00:00,2024,12,21,9,449.9,14.29,4.67
2024-12-21 10:00:00+00:00,2024,12,21,10,601.72,17.76,5.0
2024-12-21 11:00:00+00:00,2024,12,21,11,695.15,19.73,4.66
2024-12-21 12:00:00+00:00,2024,12,21,12,721.22,21.06,4.17
2024-12-21 13:00:00+00:00,2024,12,21,13,655.92,21.89,3.72
2024-12-21 14:00:00+00:00,2024,12,21,14,527.35,22.18,3.54
2024-12-21 15:00:00+00:00,2024,12,21,15,352.08,21.76,3.55
2024-12-21 16:00:00+00:00,2024,12,21,16,155.55,20.27,2.96
2024-12-21 17:00:00+00:00,2024,12,21,17,13.9,16.39,1.97
2024-12-21 18:00:00+00:00,2024,12,21,18,0.0,14.58,2.4
2024-12-21 19:00:00+00:00,2024,12,21,19,0.0,13.63,2.91
2024-12-21 20:00:00+00:00,2024,12,21,20,0.0,12.78,3.41
2024-12-21 21:00:00+00:00,2024,12,21,21,0.0,12.07,3.92
2024-12-21 22:00:00+00:00,2024,12,21,22,0.0,11.46,4.37
2024-12-21 23:00:00+00:00,2024,12,21,23,0.0,10.94,4.61
2024-12-22 00:00:00+00:00,2024,12,22,0,0.0,10.44,4.6
2024-12-22 01:00:00+00:00,2024,12,22,1,0.0,9.92,4.4
2024-12-22 02:00:00+00:00,2024,12,22,2,0.0,9.4,4.12
2024-12-22 03:00:00+00:00,2024,12,22,3,0.0,9.51,4.4
2024-12-22 04:00:00+00:00,2024,12,22,4,0.0,9.15,4.29
2024-12-22 05:00:00+00:00,2024,12,22,5,0.0,9.04,4.52
2024-12-22 06:00:00+00:00,2024,12,22,6,0.0,8.75,4.54
2024-12-22 07:00:00+00:00,2024,12,22,7,37.55,8.97,4.98
2024-12-22 08:00:00+00:00,2024,12,22,8,150.7,10.95,5.2
2024-12-22 09:00:00+00:00,2024,12,22,9,286.05,13.7,5.8
2024-12-22 10:00:00+00:00,2024,12,22,10,404.83,15.9,5.62
2024-12-22 11:00:00+00:00,2024,12,22,11,563.53,17.73,5.12
2024-12-22 12:00:00+00:00,2024,12,22,12,555.95,19.09,4.55
2024-12-22 13:00:00+00:00,2024,12,22,13,486.25,20.03,3.99
2024-12-22 14:00:00+00:00,2024,12,22,14,404.83,20.43,3.54
2024-12-22 15:00:00+00:00,2024,12,22,15,257.85,20.19,3.23
2024-12-22 16:00:00+00:00,2024,12,22,16,111.65,18.95,2.59
2024-12-22 17:00:00+00:00,2024,12,22,17,10.68,16.12,2.22
2024-12-22 18:00:00+00:00,2024,12,22,18,0.0,14.84,2.54
2024-12-22 19:00:00+00:00,2024,12,22,19,0.0,14.17,2.79
2024-12-22 20:00:00+00:00,2024,12,22,20,0.0,13.62,2.7
2024-12-22 21:00:00+00:00,2024,12,22,21,0.0,13.08,2.64
2024-12-22 22:00:00+00:00,2024,12,22,22,0.0,12.66,2.7
2024-12-22 23:00:00+00:00,2024,12,22,23,0.0,12.31,2.96
2024-12-23 00:00:00+00:00,2024,12,23,0,0.0,12.09,3.44
2024-12-23 01:00:00+00:00,2024,12,23,1,0.0,11.73,3.58
2024-12-23 02:00:00+00:00,2024,12,23,2,0.0,11.41,3.6
2024-12-23 03:00:00+00:00,2024,12,23,3,0.0,11.18,3.57
2024-12-23 04:00:00+00:00,2024,12,23,4,0.0,11.05,3.64
2024-12-23 05:00:00+00:00,2024,12,23,5,0.0,10.96,3.84
2024-12-23 06:00:00+00:00,2024,12,23,6,0.0,10.83,3.87
2024-12-23 07:00:00+00:00,2024,12,23,7,10.62,10.91,4.01
2024-12-23 08:00:00+00:00,2024,12,23,8,76.62,11.72,4.48
2024-12-23 09:00:00+00:00,2024,12,23,9,125.03,12.8,4.57
2024-12-23 10:00:00+00:00,2024,12,23,10,162.1,14.17,4.54
2024-12-23 11:00:00+00:00,2024,12,23,11,230.65,15.48,4.36
2024-12-23 12:00:00+00:00,2024,12,23,12,216.55,16.32,4.05
2024-12-23 13:00:00+00:00,2024,12,23,13,198.35,16.97,3.68
2024-12-23 14:00:00+00:00,2024,12,23,14,173.5,17.46,3.3
2024-12-23 15:00:00+00:00,2024,12,23,15,119.15,17.67,3.04
2024-12-23 16:00:00+00:00,2024,12,23,16,55.28,17.21,2.33
2024-12-23 17:00:00+00:00,2024,12,23,17,7.3,15.6,1.76
2024-12-23 18:00:00+00:00,2024,12,23,18,0.0,14.76,1.84
2024-12-23 19:00:00+00:00,2024,12,23,19,0.0,14.34,1.9
2024-12-23 20:00:00+00:00,2024,12,23,20,0.0,14.15,2.0
2024-12-23 21:00:00+00:00,2024,12,23,21,0.0,14.1,2.31
2024-12-23 22:00:00+00:00,2024,12,23,22,0.0,13.96,2.75
2024-12-23 23:00:00+00:00,2024,12,23,23,0.0,13.7,3.01
2024-12-24 00:00:00+00:00,2024,12,24,0,0.0,13.41,3.21
2024-12-24 01:00:00+00:00,2024,12,24,1,0.0,13.1,3.27
2024-12-24 02:00:00+00:00,2024,12,24,2,0.0,12.81,3.27
2024-12-24 03:00:00+00:00,2024,12,24,3,0.0,12.48,3.31
2024-12-24 04:00:00+00:00,2024,12,24,4,0.0,12.16,3.48
2024-12-24 05:00:00+00:00,2024,12,24,5,0.0,11.8,3.56
2024-12-24 06:00:00+00:00,2024,12,24,6,0.0,11.13,3.43
2024-12-24 07:00:00+00:00,2024,12,24,7,25.88,11.48,4.04
2024-12-24 08:00:00+00:00,2024,12,24,8,96.07,13.68,4.67
2024-12-24 09:00:00+00:00,2024,12,24,9,203.23,16.21,5.59
2024-12-24 10:00:00+00:00,2024,12,24,10,271.48,18.03,5.72
2024-12-24 11:00:00+00:00,2024,12,24,11,401.08,19.51,5.46
2024-12-24 12:00:00+00:00,2024,12,24,12,362.75,20.56,5.0
2024-12-24 13:00:00+00:00,2024,12,24,13,329.27,21.24,4.45
2024-12-24 14:00:00+00:00,2024,12,24,14,286.45,21.55,3.81
2024-12-24 15:00:00+00:00,2024,12,24,15,182.45,21.38,3.24
2024-12-24 16:00:00+00:00,2024,12,24,16,84.03,20.5,2.4
2024-12-24 17:00:00+00:00,2024,12,24,17,9.75,17.96,1.6
2024-12-24 18:00:00+00:00,2024,12,24,18,0.0,16.61,1.79
2024-12-24 19:00:00+00:00,2024,12,24,19,0.0,15.67,1.88
2024-12-24 20:00:00+00:00,2024,12,24,20,0.0,14.78,1.95
2024-12-24 21:00:00+00:00,2024,12,24,21,0.0,14.06,1.99
2024-12-24 22:00:00+00:00,2024,12,24,22,0.0,13.45,1.98
2024-12-24 23:00:00+00:00,2024,12,24,23,0.0,12.94,2.07
2024-12-25 00:00:00+00:00,2024,12,25,0,0.0,12.5,2.22
2024-12-25 01:00:00+00:00,2024,12,25,1,0.0,12.05,2.51
2024-12-25 02:00:00+00:00,2024,12,25,2,0.0,11.68,3.07
2024-12-25 03:00:00+00:00,2024,12,25,3,0.0,11.34,3.71
2024-12-25 04:00:00+00:00,2024,12,25,4,0.0,11.19,4.12
2024-12-25 05:00:00+00:00,2024,12,25,5,0.0,11.1,4.13
2024-12-25 06:00:00+00:00,2024,12,25,6,0.0,11.01,4.07
2024-12-25 07:00:00+00:00,2024,12,25,7,44.47,11.44,4.37
2024-12-25 08:00:00+00:00,2024,12,25,8,160.52,13.31,4.35
2024-12-25 09:00:00+00:00,2024,12,25,9,258.15,16.43,4.12
2024-12-25 10:00:00+00:00,2024,12,25,10,347.2,19.23,3.78
2024-12-25 11:00:00+00:00,2024,12,25,11,469.12,21.15,3.1
2024-12-25 12:00:00+00:00,2024,12,25,12,483.35,22.53,2.51
2024-12-25 13:00:00+00:00,2024,12,25,13,422.35,23.42,2.07
2024-12-25 14:00:00+00:00,2024,12,25,14,337.3,24.03,1.81
2024-12-25 15:00:00+00:00,2024,12,25,15,225.85,23.96,1.68
2024-12-25 16:00:00+00:00,2024,12,25,16,110.28,23.11,1.47
2024-12-25 17:00:00+00:00,2024,12,25,17,12.8,20.29,1.01
2024-12-25 18:00:00+00:00,2024,12,25,18,0.0,18.54,1.09
2024-12-25 19:00:00+00:00,2024,12,25,19,0.0,17.63,1.21
2024-12-25 20:00:00+00:00,2024,12,25,20,0.0,16.99,1.53
2024-12-25 21:00:00+00:00,2024,12,25,21,0.0,16.43,1.82
2024-12-25 22:00:00+00:00,2024,12,25,22,0.0,15.89,2.16
2024-12-25 23:00:00+00:00,2024,12,25,23,0.0,15.45,2.63
2024-12-26 00:00:00+00:00,2024,12,26,0,0.0,15.02,2.93
2024-12-26 01:00:00+00:00,2024,12,26,1,0.0,14.58,3.13
2024-12-26 02:00:00+00:00,2024,12,26,2,0.0,14.19,3.26
2024-12-26 03:00:00+00:00,2024,12,26,3,0.0,13.84,3.38
2024-12-26 04:00:00+00:00,2024,12,26,4,0.0,13.52,3.48
2024-12-26 05:00:00+00:00,2024,12,26,5,0.0,13.35,3.51
2024-12-26 06:00:00+00:00,2024,12,26,6,0.0,13.25,3.55
2024-12-26 07:00:00+00:00,2024,12,26,7,40.35,13.4,3.78
2024-12-26 08:00:00+00:00,2024,12,26,8,149.95,14.51,4.01
2024-12-26 09:00:00+00:00,2024,12,26,9,262.05,16.83,4.11
2024-12-26 10:00:00+00:00,2024,12,26,10,353.1,19.57,4.12
2024-12-26 11:00:00+00:00,2024,12,26,11,413.08,21.69,3.65
2024-12-26 12:00:00+00:00,2024,12,26,12,408.8,23.13,3.19
2024-12-26 13:00:00+00:00,2024,12,26,13,363.1,24.14,2.78
2024-12-26 14:00:00+00:00,2024,12,26,14,258.65,24.67,2.44
2024-12-26 15:00:00+00:00,2024,12,26,15,193.6,24.64,2.14
2024-12-26 16:00:00+00:00,2024,12,26,16,74.6,23.81,1.52
2024-12-26 17:00:00+00:00,2024,12,26,17,10.2,21.19,0.96
2024-12-26 18:00:00+00:00,2024,12,26,18,0.0,19.53,1.1
2024-12-26 19:00:00+00:00,2024,12,26,19,0.0,18.2,1.18
2024-12-26 20:00:00+00:00,2024,12,26,20,0.0,17.27,1.37
2024-12-26 21:00:00+00:00,2024,12,26,21,0.0,16.61,1.82
2024-12-26 22:00:00+00:00,2024,12,26,22,0.0,15.99,2.32
2024-12-26 23:00:00+00:00,2024,12,26,23,0.0,15.54,2.72
2024-12-27 00:00:00+00:00,2024,12,27,0,0.0,15.07,2.95
2024-12-27 01:00:00+00:00,2024,12,27,1,0.0,14.55,3.03
2024-12-27 02:00:00+00:00,2024,12,27,2,0.0,14.08,3.1
2024-12-27 03:00:00+00:00,2024,12,27,3,0.0,13.68,3.0
2024-12-27 04:00:00+00:00,2024,12,27,4,0.0,13.42,3.01
2024-12-27 05:00:00+00:00,2024,12,27,5,0.0,13.36,3.1
2024-12-27 06:00:00+00:00,2024,12,27,6,0.0,13.26,2.99
2024-12-27 07:00:00+00:00,2024,12,27,7,22.3,13.6,3.29
2024-12-27 08:00:00+00:00,2024,12,27,8,95.0,15.14,3.74
2024-12-27 09:00:00+00:00,2024,12,27,9,176.55,17.26,4.04
2024-12-27 10:00:00+00:00,2024,12,27,10,264.65,18.93,3.83
2024-12-27 11:00:00+00:00,2024,12,27,11,346.3,20.33,3.34
2024-12-27 12:00:00+00:00,2024,12,27,12,316.88,21.57,2.79
2024-12-27 13:00:00+00:00,2024,12,27,13,307.73,22.49,2.34
2024-12-27 14:00:00+00:00,2024,12,27,14,233.23,23.08,1.99
2024-12-27 15:00:00+00:00,2024,12,27,15,153.73,23.21,1.73
2024-12-27 16:00:00+00:00,2024,12,27,16,80.85,22.44,1.3
2024-12-27 17:00:00+00:00,2024,12,27,17,10.93,19.37,0.95
2024-12-27 18:00:00+00:00,2024,12,27,18,0.0,17.59,1.03
2024-12-27 19:00:00+00:00,2024,12,27,19,0.0,16.61,1.17
2024-12-27 20:00:00+00:00,2024,12,27,20,0.0,15.91,1.59
2024-12-27 21:00:00+00:00,2024,12,27,21,0.0,15.35,2.42
2024-12-27 22:00:00+00:00,2024,12,27,22,0.0,14.71,3.04
2024-12-27 23:00:00+00:00,2024,12,27,23,0.0,14.2,3.66
2024-12-28 00:00:00+00:00,2024,12,28,0,0.0,13.65,4.22
2024-12-28 01:00:00+00:00,2024,12,28,1,0.0,13.01,4.78
2024-12-28 02:00:00+00:00,2024,12,28,2,0.0,12.54,5.07
2024-12-28 03:00:00+00:00,2024,12,28,3,0.0,12.17,5.08
2024-12-28 04:00:00+00:00,2024,12,28,4,0.0,11.62,4.88
2024-12-28 05:00:00+00:00,2024,12,28,5,0.0,11.04,4.68
2024-12-28 06:00:00+00:00,2024,12,28,6,0.0,10.51,4.65
2024-12-28 07:00:00+00:00,2024,12,28,7,39.65,10.52,5.05
2024-12-28 08:00:00+00:00,2024,12,28,8,190.23,12.04,5.92
2024-12-28 09:00:00+00:00,2024,12,28,9,369.65,14.39,6.26
2024-12-28 10:00:00+00:00,2024,12,28,10,537.78,16.67,5.93
2024-12-28 11:00:00+00:00,2024,12,28,11,623.62,18.39,5.41
2024-12-28 12:00:00+00:00,2024,12,28,12,672.92,19.73,4.79
2024-12-28 13:00:00+00:00,2024,12,28,13,613.55,20.6,4.14
2024-12-28 14:00:00+00:00,2024,12,28,14,428.15,20.86,3.65
2024-12-28 15:00:00+00:00,2024,12,28,15,281.4,20.47,3.39
2024-12-28 16:00:00+00:00,2024,12,28,16,103.2,19.26,2.75
2024-12-28 17:00:00+00:00,2024,12,28,17,8.52,15.9,1.59
2024-12-28 18:00:00+00:00,2024,12,28,18,0.0,14.25,1.8
2024-12-28 19:00:00+00:00,2024,12,28,19,0.0,13.2,2.07
2024-12-28 20:00:00+00:00,2024,12,28,20,0.0,12.21,2.28
2024-12-28 21:00:00+00:00,2024,12,28,21,0.0,11.39,2.38
2024-12-28 22:00:00+00:00,2024,12,28,22,0.0,10.65,2.48
2024-12-28 23:00:00+00:00,2024,12,28,23,0.0,10.13,2.95
2024-12-29 00:00:00+00:00,2024,12,29,0,0.0,9.56,3.26
2024-12-29 01:00:00+00:00,2024,12,29,1,0.0,9.18,3.25
2024-12-29 02:00:00+00:00,2024,12,29,2,0.0,8.82,3.02
2024-12-29 03:00:00+00:00,2024,12,29,3,0.0,8.67,2.91
2024-12-29 04:00:00+00:00,2024,12,29,4,0.0,8.54,2.89
2024-12-29 05:00:00+00:00,2024,12,29,5,0.0,8.4,2.98
2024-12-29 06:00:00+00:00,2024,12,29,6,0.0,8.28,3.11
2024-12-29 07:00:00+00:00,2024,12,29,7,34.15,9.07,3.7
2024-12-29 08:00:00+00:00,2024,12,29,8,161.8,10.91,4.91
2024-12-29 09:00:00+00:00,2024,12,29,9,331.2,12.67,5.24
2024-12-29 10:00:00+00:00,2024,12,29,10,561.9,14.46,4.91
2024-12-29 11:00:00+00:00,2024,12,29,11,662.12,15.97,4.36
2024-12-29 12:00:00+00:00,2024,12,29,12,703.4,17.17,3.67
2024-12-29 13:00:00+00:00,2024,12,29,13,646.42,17.9,2.92
2024-12-29 14:00:00+00:00,2024,12,29,14,528.45,18.23,2.24
2024-12-29 15:00:00+00:00,2024,12,29,15,360.55,18.13,1.78
2024-12-29 16:00:00+00:00,2024,12,29,16,143.38,17.39,1.65
2024-12-29 17:00:00+00:00,2024,12,29,17,12.6,14.58,1.51
2024-12-29 18:00:00+00:00,2024,12,29,18,0.0,12.89,1.89
2024-12-29 19:00:00+00:00,2024,12,29,19,0.0,12.16,2.05
2024-12-29 20:00:00+00:00,2024,12,29,20,0.0,11.61,2.05
2024-12-29 21:00:00+00:00,2024,12,29,21,0.0,11.14,1.98
2024-12-29 22:00:00+00:00,2024,12,29,22,0.0,10.73,1.95
2024-12-29 23:00:00+00:00,2024,12,29,23,0.0,10.4,1.97
2024-12-30 00:00:00+00:00,2024,12,30,0,0.0,10.09,1.99
2024-12-30 01:00:00+00:00,2024,12,30,1,0.0,9.76,2.06
2024-12-30 02:00:00+00:00,2024,12,30,2,0.0,9.41,2.16
2024-12-30 03:00:00+00:00,2024,12,30,3,0.0,9.11,2.26
2024-12-30 04:00:00+00:00,2024,12,30,4,0.0,8.87,2.32
2024-12-30 05:00:00+00:00,2024,12,30,5,0.0,8.63,2.29
2024-12-30 06:00:00+00:00,2024,12,30,6,0.0,8.41,2.19
2024-12-30 07:00:00+00:00,2024,12,30,7,56.62,9.61,2.27
2024-12-30 08:00:00+00:00,2024,12,30,8,250.4,12.49,2.89
2024-12-30 09:00:00+00:00,2024,12,30,9,446.83,15.63,2.31
2024-12-30 10:00:00+00:00,2024,12,30,10,614.3,18.36,1.7
2024-12-30 11:00:00+00:00,2024,12,30,11,714.15,20.99,1.23
2024-12-30 12:00:00+00:00,2024,12,30,12,735.45,22.8,1.21
2024-12-30 13:00:00+00:00,2024,12,30,13,687.65,23.82,1.23
2024-12-30 14:00:00+00:00,2024,12,30,14,573.62,24.31,1.19
2024-12-30 15:00:00+00:00,2024,12,30,15,402.5,24.2,1.04
2024-12-30 16:00:00+00:00,2024,12,30,16,187.9,23.17,0.51
2024-12-30 17:00:00+00:00,2024,12,30,17,20.23,20.78,0.12
2024-12-30 18:00:00+00:00,2024,12,30,18,0.0,19.3,0.09
2024-12-30 19:00:00+00:00,2024,12,30,19,0.0,17.97,0.64
2024-12-30 20:00:00+00:00,2024,12,30,20,0.0,16.1,1.16
2024-12-30 21:00:00+00:00,2024,12,30,21,0.0,14.61,1.77
2024-12-30 22:00:00+00:00,2024,12,30,22,0.0,13.8,2.7
2024-12-30 23:00:00+00:00,2024,12,30,23,0.0,13.08,3.31
2024-12-31 00:00:00+00:00,2024,12,31,0,0.0,12.5,3.73
2024-12-31 01:00:00+00:00,2024,12,31,1,0.0,12.18,3.94
2024-12-31 02:00:00+00:00,2024,12,31,2,0.0,11.97,4.08
2024-12-31 03:00:00+00:00,2024,12,31,3,0.0,11.75,4.26
2024-12-31 04:00:00+00:00,2024,12,31,4,0.0,11.45,4.28
2024-12-31 05:00:00+00:00,2024,12,31,5,0.0,11.14,4.16
2024-12-31 06:00:00+00:00,2024,12,31,6,0.0,10.68,3.84
2024-12-31 07:00:00+00:00,2024,12,31,7,49.72,11.17,4.23
2024-12-31 08:00:00+00:00,2024,12,31,8,223.15,13.36,4.39
2024-12-31 09:00:00+00:00,2024,12,31,9,409.42,16.85,4.7
2024-12-31 10:00:00+00:00,2024,12,31,10,572.72,19.93,4.37
2024-12-31 11:00:00+00:00,2024,12,31,11,642.83,21.69,3.53
2024-12-31 12:00:00+00:00,2024,12,31,12,624.78,22.8,2.82
2024-12-31 13:00:00+00:00,2024,12,31,13,562.7,23.46,2.24
